20230806042047: Script
20230807062756:  was Matched
20230807062803: Check =0

20230807062803:  was not Matched
20230807062810: Check =0

20230807062810:  was not Matched
20230807062815: Check =0

20230807062815:  was not Matched
20230807062821: Check =0

20230807062821:  was not Matched
20230807062826: Check =0

20230807062826:  was not Matched
20230807062833: Check =0

20230807062833:  was not Matched
20230807062844: Check =0

20230807062844:  was not Matched
20230807062851: Check =0

20230807062851:  was not Matched
20230807062857: Check =1

20230807062857:  was Matched
20230807062904: Check =0

20230807062904:  was not Matched
20230807062913: Check =0

20230807062913:  was not Matched
20230807062922: Check =0

20230807062922:  was not Matched
20230807062928: Check =0

20230807062928:  was not Matched
20230807062933: Check =0

20230807062933:  was not Matched
20230807062937: Check =0

20230807062937:  was not Matched
20230807062940: Check =0

20230807062940:  was not Matched
20230807062944: Check =0

20230807062944:  was not Matched
20230807062949: Check =0

20230807062949:  was not Matched
20230807062953: Check =0

20230807062953:  was not Matched
20230807062956: Check =1

20230807062956:  was Matched
20230807062959: Check =0

20230807062959:  was not Matched
20230807063002: Check =0

20230807063002:  was not Matched
20230807063005: Check =0

20230807063005:  was not Matched
20230807063007: Check =0

20230807063007:  was not Matched
20230807063010: Check =0

20230807063010:  was not Matched
20230807063013: Check =0

20230807063013:  was not Matched
20230807063016: Check =0

20230807063016:  was not Matched
20230807063020: Check =0

20230807063020:  was not Matched
20230807063024: Check =0

20230807063024:  was not Matched
20230807063031: Check =0

20230807063031:  was not Matched
20230807063119: Check =0

20230807063119:  was not Matched
20230807063138: Check =1

20230807063138:  was Matched
20230807063146: Check =0

20230807063146:  was not Matched
20230807063155: Check =0

20230807063155:  was not Matched
20230807063202: Check =0

20230807063202:  was not Matched
20230807063210: Check =0

20230807063210:  was not Matched
20230807063218: Check =0

20230807063218:  was not Matched
20230807063225: Check =0

20230807063225:  was not Matched
20230807063232: Check =0

20230807063232:  was not Matched
20230807063239: Check =0

20230807063239:  was not Matched
20230807063247: Check =0

20230807063247:  was not Matched
20230807063256: Check =0

20230807063256:  was not Matched
20230807063305: Check =0

20230807063305:  was not Matched
20230807063316: Check =0

20230807063316:  was not Matched
20230807063324: Check =0

20230807063324:  was not Matched
20230807063334: Check =0

20230807063334:  was not Matched
20230807063346: Check =0

20230807063346:  was not Matched
20230807063358: Check =0

20230807063358:  was not Matched
20230807063417: Check =0

20230807063417:  was not Matched
20230807063434: Check =1

20230807063434:  was Matched
20230807063444: Check =1

20230807063444:  was Matched
20230807063454: Check =0

20230807063454:  was not Matched
20230807063516: Check =Resolve-Path : Cannot find path 'C:\Users\Living Room\Desktop\LiF 
Parser\LiF\whitelist\Standard_010d024005030100000000620.dds' because it does not exist.
At 
C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules\Microsoft.PowerShell.Utility\Microsoft.PowerShell.Utility.psm1:110 
char:36
+                 $pathsToProcess += Resolve-Path $Path | Foreach-Objec ...
+                                    ~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : ObjectNotFound: (C:\Users\Living...00000000620.dds:String) [Resolve-Path], ItemNotFoundE 
   xception
    + FullyQualifiedErrorId : PathNotFound,Microsoft.PowerShell.Commands.ResolvePathCommand
 
0

20230807063516:  was Matched
20230807063519: Standard_010d104005030100000000000dds
20230807063540: Check =0

20230807063540:  was not Matched
20230807063558: Check =0

20230807063558:  was not Matched
20230807063610: Check =0

20230807063610:  was not Matched
20230807063621: Check =0

20230807063621:  was not Matched
20230807063631: Check =0

20230807063631:  was not Matched
20230807063641: Check =0

20230807063642:  was not Matched
20230807063651: Check =0

20230807063651:  was not Matched
20230807063700: Check =1

20230807063700:  was Matched
20230807063709: Check =0

20230807063709:  was not Matched
20230807063717: Check =0

20230807063717:  was not Matched
20230807063726: Check =0

20230807063726:  was not Matched
20230807063734: Check =0

20230807063734:  was not Matched
20230807063742: Check =0

20230807063742:  was not Matched
20230807063750: Check =0

20230807063750:  was not Matched
20230807063756: Check =0

20230807063756:  was not Matched
20230807063803: Check =0

20230807063803:  was not Matched
20230807063810: Check =0

20230807063810:  was not Matched
20230807063819: Check =1

20230807063819:  was Matched
20230807063826: Check =0

20230807063826:  was not Matched
20230807063833: Check =0

20230807063833:  was not Matched
20230807063838: Check =0

20230807063838:  was not Matched
20230807063843: Check =0

20230807063843:  was not Matched
20230807063848: Check =0

20230807063848:  was not Matched
20230807063853: Check =0

20230807063853:  was not Matched
20230807063858: Check =0

20230807063858:  was not Matched
20230807063903: Check =0

20230807063903:  was not Matched
20230807063914: Check =0

20230807063914:  was not Matched
20230807063922: Check =0

20230807063922:  was not Matched
20230807063929: Check =1

20230807063929:  was Matched
20230807063940: Check =0

20230807063940:  was not Matched
20230807064000: Check =0

20230807064000:  was not Matched
20230807064009: Check =0

20230807064009:  was not Matched
20230807064017: Check =0

20230807064017:  was not Matched
20230807064023: Check =0

20230807064023:  was not Matched
20230807064032: Check =0

20230807064032:  was not Matched
20230807064040: Check =0

20230807064040:  was not Matched
20230807064048: Check =0

20230807064048:  was not Matched
20230807064057: Check =0

20230807064057:  was not Matched
20230807064105: Check =0

20230807064105:  was not Matched
20230807064117: Check =0

20230807064117:  was not Matched
20230807064124: Check =0

20230807064124:  was not Matched
20230807064131: Check =0

20230807064131:  was not Matched
20230807064137: Check =0

20230807064137:  was not Matched
20230807064144: Check =0

20230807064144:  was not Matched
20230807064151: Check =0

20230807064151:  was not Matched
20230807064157: Check =1

20230807064157:  was Matched
20230807064202: Check =1

20230807064202:  was Matched
20230807064207: Check =0

20230807064207:  was not Matched
20230807064212: Check =1

20230807064212:  was Matched
20230807064219: Check =0

20230807064219:  was not Matched
20230807064226: Check =0

20230807064226:  was not Matched
20230807064234: Check =0

20230807064235:  was not Matched
20230807064248: Check =0

20230807064248:  was not Matched
20230807064301: Check =0

20230807064301:  was not Matched
20230807064314: Check =0

20230807064314:  was not Matched
20230807064328: Check =0

20230807064328:  was not Matched
20230807064346: Check =1

20230807064346:  was Matched
20230807064357: Check =0

20230807064357:  was not Matched
20230807064408: Check =0

20230807064408:  was not Matched
20230807064417: Check =0

20230807064417:  was not Matched
20230807064425: Check =0

20230807064425:  was not Matched
20230807064433: Check =0

20230807064433:  was not Matched
20230807064441: Check =0

20230807064441:  was not Matched
20230807064447: Check =0

20230807064447:  was not Matched
20230807064456: Check =0

20230807064456:  was not Matched
20230807064504: Check =0

20230807064504:  was not Matched
20230807064515: Check =1

20230807064515:  was Matched
20230807064524: Check =0

20230807064524:  was not Matched
20230807064527: Check =0

20230807064527:  was not Matched
20230807064530: Check =0

20230807064530:  was not Matched
20230807064533: Check =Resolve-Path : Cannot find path 'C:\Games\Life is Feudal 
MMO\default\game\game\eu\art\Textures\Heraldry\Cache\Tabard_010d104005030100000000000.dds' because it does not exist.
At 
C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules\Microsoft.PowerShell.Utility\Microsoft.PowerShell.Utility.psm1:110 
char:36
+                 $pathsToProcess += Resolve-Path $Path | Foreach-Objec ...
+                                    ~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : ObjectNotFound: (C:\Games\Life i...00000000000.dds:String) [Resolve-Path], ItemNotFoundE 
   xception
    + FullyQualifiedErrorId : PathNotFound,Microsoft.PowerShell.Commands.ResolvePathCommand
 
0

20230807064533:  was Matched
20230807064535: Tabard_010d104005030100000000000dds
